x_coordinate y_coordinate z_coordinate state_value x_normal y_normal z_normal
4.52275228985651 3.20241241750465 5.7 1 0 0 1
4.51445356202926 3.20529533287746 5.7 1 0 0 1
4.47810024313598 3.22116054434694 5.7 1 0 0 1
4.56094920417622 3.20107919412415 5.7 1 0 0 1
4.56267594406513 3.20114679336793 5.7 1 0 0 1
4.56398504804336 3.20146814125775 5.7 1 0 0 1
4.47538222967542 3.22477319207739 5.7 1 0 0 1
4.57280634979271 3.20247374049588 5.7 1 0 0 1
4.59897064796474 3.20520813900688 5.7 1 0 0 1
4.46855053126217 3.23882696116774 5.7 1 0 0 1
4.6021839552032 3.20721111942938 5.7 1 0 0 1
4.46129085830682 3.25340263916146 5.7 1 0 0 1
4.6263721669115 3.21650534291258 5.7 1 0 0 1
4.45668924905517 3.26532082926814 5.7 1 0 0 1
4.63853953468256 3.2212931997249 5.7 1 0 0 1
4.4492375281217 3.28261319178156 5.7 1 0 0 1
4.66184522464519 3.22990453033427 5.7 1 0 0 1
4.44750721328873 3.2874511379077 5.7 1 0 0 1
4.44750721328873 3.28745113790771 5.7 1 0 0 1
4.67039158585965 3.23366035522905 5.7 1 0 0 1
4.6742321597154 3.23365890463075 5.7 1 0 0 1
4.68499980639787 3.23975071268042 5.7 1 0 0 1
4.43918173295322 3.31144386888751 5.7 1 0 0 1
4.70153388584271 3.24888584418108 5.7 1 0 0 1
4.43616622398916 3.31987871707196 5.7 1 0 0 1
4.43526483994513 3.32220517683829 5.7 1 0 0 1
4.72999656770489 3.2632673805948 5.7 1 0 0 1
4.73236138054494 3.26444962349728 5.7 1 0 0 1
4.73236138054494 3.26444962349729 5.7 1 0 0 1
4.73296989961615 3.26500540235498 5.7 1 0 0 1
4.73296989961616 3.26500540235498 5.7 1 0 0 1
4.73443838992915 3.26651316501366 5.7 1 0 0 1
4.73443838992916 3.26651316501366 5.7 1 0 0 1
4.42266932532579 3.35258025353964 5.7 1 0 0 1
4.42266932532579 3.35258025353965 5.7 1 0 0 1
4.42044306677787 3.35823880364509 5.7 1 0 0 1
4.75572626762052 3.28961087271736 5.7 1 0 0 1
4.4100321827415 3.38286241546529 5.7 1 0 0 1
4.76742260021716 3.30039505862106 5.7 1 0 0 1
4.40137531072427 3.39786047664293 5.7 1 0 0 1
4.77826249513747 3.30939520700075 5.7 1 0 0 1
4.3929295543817 3.41378676685219 5.7 1 0 0 1
4.79262989309114 3.32234648094922 5.7 1 0 0 1
4.38000787236765 3.42874492723972 5.7 1 0 0 1
4.79998203355701 3.32863788700388 5.7 1 0 0 1
4.37202926512171 3.43967539338786 5.7 1 0 0 1
4.8104963195412 3.3375935095929 5.7 1 0 0 1
4.35297220429765 3.45771938641994 5.7 1 0 0 1
4.34552826515733 3.46557356545885 5.7 1 0 0 1
4.34043291379616 3.47083805226175 5.7 1 0 0 1
4.33380873270632 3.47423410707008 5.7 1 0 0 1
4.82382483050882 3.34967661953648 5.7 1 0 0 1
4.32438436949015 3.48165023270407 5.7 1 0 0 1
4.82871586046753 3.35472701159952 5.7 1 0 0 1
4.30615096714947 3.49816914768117 5.7 1 0 0 1
4.29934234463184 3.50454136143949 5.7 1 0 0 1
4.84647693057991 3.36817553837308 5.7 1 0 0 1
4.28389086489492 3.52506492901575 5.7 1 0 0 1
4.28192947801702 3.52897488010327 5.7 1 0 0 1
4.27876967507428 3.53169572809932 5.7 1 0 0 1
4.86698371931232 3.3842277431455 5.7 1 0 0 1
4.86863452898759 3.38580898986469 5.7 1 0 0 1
4.8706522435234 3.38945960958517 5.7 1 0 0 1
4.25642502905543 3.5533703379641 5.7 1 0 0 1
4.25357705422328 3.55667403313484 5.7 1 0 0 1
4.23683265007135 3.57918130265624 5.7 1 0 0 1
4.22752184215051 3.59374370750986 5.7 1 0 0 1
4.86786022775507 3.43304001323943 5.7 1 0 0 1
4.86388181822566 3.43715560782322 5.7 1 0 0 1
4.85874408750304 3.44178259351517 5.7 1 0 0 1
4.22008271048051 3.60475562861807 5.7 1 0 0 1
4.83540569752505 3.4598037081507 5.7 1 0 0 1
4.20424329589951 3.62316839228364 5.7 1 0 0 1
4.20368334813448 3.62395265023093 5.7 1 0 0 1
4.81925422204301 3.47428964316133 5.7 1 0 0 1
4.80896626033864 3.48605169084905 5.7 1 0 0 1
4.18231070523706 3.64826160525988 5.7 1 0 0 1
4.17796047128387 3.65370479402452 5.7 1 0 0 1
4.79907126868202 3.49840433920439 5.7 1 0 0 1
4.79493643822813 3.51313526574304 5.7 1 0 0 1
4.16073362573877 3.67725972120946 5.7 1 0 0 1
4.78741651091815 3.52568589656743 5.7 1 0 0 1
4.15161710322626 3.68828141379756 5.7 1 0 0 1
4.13868713961595 3.70350356208649 5.7 1 0 0 1
4.7856669948714 3.54712288855215 5.7 1 0 0 1
4.11733959258271 3.72449617066508 5.7 1 0 0 1
4.11633613676116 3.72548166204253 5.7 1 0 0 1
4.11633613676116 3.72548166204254 5.7 1 0 0 1
4.78683494049758 3.55515439523008 5.7 1 0 0 1
4.11421644186629 3.72775593978757 5.7 1 0 0 1
4.097094666865 3.75099657708485 5.7 1 0 0 1
4.79005298024655 3.57641724511984 5.7 1 0 0 1
4.08090502853043 3.76949757211821 5.7 1 0 0 1
4.79273494911649 3.58899779378628 5.7 1 0 0 1
4.07545443473356 3.77506490548046 5.7 1 0 0 1
4.06903512226015 3.78194627932006 5.7 1 0 0 1
4.7980203931784 3.60935878953582 5.7 1 0 0 1
4.05068844458942 3.80064359914665 5.7 1 0 0 1
4.79946882373879 3.61534593057266 5.7 1 0 0 1
4.03152491164035 3.81693038891876 5.7 1 0 0 1
4.02409997830041 3.82296853352152 5.7 1 0 0 1
4.02232895838195 3.82409857560598 5.7 1 0 0 1
4.02232895838196 3.82409857560598 5.7 1 0 0 1
4.02002674882702 3.82573832188313 5.7 1 0 0 1
4.7728497520189 3.64274178793447 5.7 1 0 0 1
3.99363744987255 3.84685267667602 5.7 1 0 0 1
4.77300933306226 3.64936684593294 5.7 1 0 0 1
3.9708240824978 3.85959146488899 5.7 1 0 0 1
3.96077604100359 3.86498468191314 5.7 1 0 0 1
3.93609057194663 3.87505813569049 5.7 1 0 0 1
4.75466154072402 3.66696456590869 5.7 1 0 0 1
3.93196294580422 3.87721284482887 5.7 1 0 0 1
4.74851209861963 3.67578648459861 5.7 1 0 0 1
3.90181650665918 3.89248792583823 5.7 1 0 0 1
3.89899594308214 3.89422547331422 5.7 1 0 0 1
3.87348877002525 3.91095650099411 5.7 1 0 0 1
4.73905988555003 3.6906672759618 5.7 1 0 0 1
3.86165498370386 3.91990474651519 5.7 1 0 0 1
3.84856632008227 3.92874555064521 5.7 1 0 0 1
3.84856632008228 3.92874555064521 5.7 1 0 0 1
4.72439463340457 3.7088760001453 5.7 1 0 0 1
2.97677607676678 4.15516357423668 5.7 1 0 0 1
2.95481851307146 4.16094315828099 5.7 1 0 0 1
2.98882205610135 4.15263656294598 5.7 1 0 0 1
2.94726787235733 4.16410256267535 5.7 1 0 0 1
4.72173574412174 3.71271930685702 5.7 1 0 0 1
4.72173574412175 3.71271930685702 5.7 1 0 0 1
3.00606916221354 4.15033292949156 5.7 1 0 0 1
2.94217298824403 4.16708163456267 5.7 1 0 0 1
4.71989293326154 3.714246375577 5.7 1 0 0 1
2.91749608764582 4.17555028713716 5.7 1 0 0 1
3.02115410660079 4.15025947743911 5.7 1 0 0 1
3.82368012551262 3.94649784364026 5.7 1 0 0 1
3.04224415884245 4.14709925831593 5.7 1 0 0 1
3.04224415884246 4.14709925831593 5.7 1 0 0 1
3.82162353058753 3.94868294140165 5.7 1 0 0 1
2.90570247576318 4.18306572728288 5.7 1 0 0 1
3.05064240368996 4.14759184514367 5.7 1 0 0 1
3.07274383171507 4.14427452486591 5.7 1 0 0 1
3.8174531746472 3.95454048006832 5.7 1 0 0 1
3.07994904528481 4.1433216413612 5.7 1 0 0 1
2.8957770542207 4.19227853395593 5.7 1 0 0 1
4.7028647110108 3.73297691845944 5.7 1 0 0 1
3.10987368090851 4.14043763897807 5.7 1 0 0 1
3.10671266171134 4.14130785246532 5.7 1 0 0 1
3.11941707679443 4.13875046579428 5.7 1 0 0 1
3.13980517572573 4.1355977527444 5.7 1 0 0 1
3.14977318708629 4.13511905132122 5.7 1 0 0 1
4.69455563453385 3.7418128703846 5.7 1 0 0 1
3.16999490319088 4.13409840371086 5.7 1 0 0 1
3.80105596960332 3.97547566725882 5.7 1 0 0 1
3.80105596960332 3.97547566725883 5.7 1 0 0 1
2.88463436828648 4.2100215855273 5.7 1 0 0 1
3.18553926547248 4.13416703451141 5.7 1 0 0 1
4.68052894288542 3.75458926559756 5.7 1 0 0 1
3.20521833747465 4.13224597061652 5.7 1 0 0 1
2.87995928409417 4.21736667022707 5.7 1 0 0 1
3.21750360972153 4.13204769434352 5.7 1 0 0 1
3.79717685177373 3.98551749113272 5.7 1 0 0 1
3.23792368658788 4.12841777951131 5.7 1 0 0 1
3.24677584197253 4.12712266952921 5.7 1 0 0 1
3.26745008669871 4.12539961777352 5.7 1 0 0 1
4.66324328994452 3.77120775163353 5.7 1 0 0 1
3.27879140062185 4.12434343610155 5.7 1 0 0 1
3.37218324775258 4.10209056693644 5.7 1 0 0 1
4.65906771537223 3.77504942898195 5.7 1 0 0 1
3.34011991914094 4.11417679671282 5.7 1 0 0 1
4.64796915994067 3.7823070325623 5.7 1 0 0 1
4.64796915994067 3.78230703256231 5.7 1 0 0 1
3.32590422019876 4.12119236751101 5.7 1 0 0 1
3.32590422019876 4.12119236751102 5.7 1 0 0 1
3.33500585751854 4.11954746154647 5.7 1 0 0 1
3.29323498724396 4.13058801437832 5.7 1 0 0 1
3.29323498724396 4.13058801437833 5.7 1 0 0 1
3.33116903639357 4.12386973891413 5.7 1 0 0 1
4.63165495159185 3.79268666104733 5.7 1 0 0 1
2.86583184509983 4.24401917397924 5.7 1 0 0 1
4.62741590797683 3.79538465187729 5.7 1 0 0 1
4.04528013227275 3.94401863414487 5.7 1 0 0 1
4.04528013227275 3.94401863414488 5.7 1 0 0 1
3.3858912455199 4.11335374317871 5.7 1 0 0 1
2.86336966336873 4.24740468930884 5.7 1 0 0 1
4.06571762721504 3.94204507414926 5.7 1 0 0 1
4.61857692925082 3.80120703962355 5.7 1 0 0 1
4.01517921286215 3.95670671216019 5.7 1 0 0 1
4.08566045763368 3.93925449017222 5.7 1 0 0 1
4.00936397578001 3.95901519995924 5.7 1 0 0 1
4.00544038460213 3.96138833472473 5.7 1 0 0 1
2.86115342678715 4.25335278343942 5.7 1 0 0 1
4.60379669110682 3.81007364509018 5.7 1 0 0 1
3.79737240433021 4.01878913184587 5.7 1 0 0 1
3.79667370506603 4.02144850683417 5.7 1 0 0 1
3.97412587187477 3.97724008632816 5.7 1 0 0 1
3.79758378666992 4.02303048016865 5.7 1 0 0 1
3.38737692179998 4.12794773328188 5.7 1 0 0 1
4.57822060689543 3.82599805873496 5.7 1 0 0 1
4.57735157350729 3.82652362747371 5.7 1 0 0 1
4.57735157350729 3.82652362747372 5.7 1 0 0 1
4.57605778548594 3.82742286292152 5.7 1 0 0 1
3.79870670455248 4.02578168560613 5.7 1 0 0 1
3.95666876738236 3.9867322320711 5.7 1 0 0 1
4.11105321117585 3.94779540613153 5.7 1 0 0 1
3.94262023054337 3.99293914215256 5.7 1 0 0 1
3.92046394162448 4.00098738415906 5.7 1 0 0 1
3.9101936152005 4.00417487142975 5.7 1 0 0 1
4.11834470267156 3.95263984639797 5.7 1 0 0 1
4.55210467524779 3.84388017012226 5.7 1 0 0 1
2.85435257191448 4.27752583118246 5.7 1 0 0 1
3.88911670096288 4.01389844539088 5.7 1 0 0 1
4.54731594797623 3.84679062796129 5.7 1 0 0 1
3.87791711303308 4.01899416936688 5.7 1 0 0 1
3.87791711303308 4.01899416936689 5.7 1 0 0 1
4.12552148390214 3.95638409084006 5.7 1 0 0 1
4.54159440249589 3.85095087164202 5.7 1 0 0 1
3.38653805326842 4.14667448682369 5.7 1 0 0 1
3.87238525486817 4.02346497158876 5.7 1 0 0 1
